0 1
0 2
0 4
0 6
0 7
0 8
0 12
0 25
0 26
0 28
0 31
0 33
0 34
0 37
0 48
0 50
0 60
0 63
0 66
0 89
0 92
1 3
1 5
1 10
1 15
1 18
1 23
1 39
1 72
1 78
1 88
1 97
2 3
2 6
2 8
2 11
2 17
2 19
2 30
2 37
2 39
2 44
2 49
2 58
2 63
2 71
2 74
2 75
2 77
2 86
3 4
3 5
3 7
3 9
3 20
3 32
3 47
3 49
3 56
3 57
3 71
3 78
3 94
4 20
4 41
4 45
4 51
4 66
4 68
4 69
4 98
5 22
5 40
6 12
6 14
6 15
6 16
6 18
6 25
6 26
6 29
6 32
6 35
6 38
6 42
6 45
6 50
6 52
6 55
6 84
6 95
6 97
7 10
7 16
7 21
7 29
7 46
7 70
8 9
8 13
8 24
8 27
8 35
8 38
8 59
8 70
8 73
9 17
9 21
9 61
9 96
10 11
12 13
12 14
12 23
12 24
12 28
12 33
12 40
12 41
12 43
12 46
12 54
12 55
12 58
12 62
12 65
12 74
12 89
12 91
13 19
13 60
13 85
14 22
14 36
14 59
14 67
14 80
14 94
14 98
15 34
15 64
16 83
17 77
18 99
21 27
23 36
26 51
26 56
27 30
27 44
27 72
27 79
27 85
30 31
31 43
32 53
32 83
38 53
38 67
39 42
39 68
39 99
40 47
40 48
43 80
44 65
44 69
44 73
44 82
44 95
46 57
48 52
49 54
49 90
51 91
52 93
53 61
56 64
56 81
58 75
58 86
59 62
62 82
62 84
63 88
65 76
66 81
67 76
68 87
68 93
70 87
75 79
80 92
80 96
88 90
