0 99
0 72
1 2
2 3
3 4
4 5
5 6
5 88
6 7
7 8
8 9
9 10
10 11
11 12
12 13
13 14
14 15
15 16
16 17
16 73
17 18
18 19
18 83
19 20
20 21
21 22
22 23
23 24
24 25
25 26
26 27
27 28
28 29
29 30
29 55
30 31
31 32
32 33
33 34
34 35
35 39
36 37
37 38
38 39
39 40
40 41
40 69
41 77
42 43
43 44
44 45
45 46
46 47
47 48
48 56
49 50
50 51
51 52
52 53
52 96
53 54
54 64
56 57
57 58
58 59
59 60
60 61
61 62
62 63
63 64
64 65
65 66
66 67
67 68
68 69
68 80
70 71
71 72
72 73
74 75
75 76
75 87
76 77
77 78
78 79
79 80
80 91
81 82
82 83
84 85
85 86
86 87
89 90
90 91
92 93
93 94
94 95
95 96
96 98
97 98
