64 69
64 39
64 1
64 99
69 66
69 73
69 42
81 85
81 9
81 90
81 60
85 31
85 84
85 4
21 80
21 34
21 97
21 11
80 17
80 82
80 19
26 39
26 32
26 82
26 2
39 73
39 50
28 67
28 60
28 31
28 15
67 41
67 95
67 42
74 89
74 22
74 41
74 86
89 5
89 71
89 10
42 75
42 78
75 34
75 91
75 44
9 17
9 62
9 24
17 34
17 24
8 82
8 27
8 77
8 65
82 0
66 38
66 77
66 1
37 97
37 0
37 51
37 54
97 96
97 70
7 65
7 58
7 3
7 15
65 24
65 68
96 45
96 35
96 36
33 93
33 38
33 56
33 52
93 34
93 5
93 14
6 20
6 41
6 47
6 25
20 23
20 0
20 61
38 79
38 90
16 86
16 53
16 55
16 27
86 40
86 11
32 55
32 22
32 14
60 72
60 2
22 94
22 51
56 29
56 46
56 59
54 88
54 23
54 31
88 4
88 47
88 49
29 98
29 73
29 57
98 83
98 1
98 72
3 79
3 99
3 50
79 40
79 13
41 92
15 53
15 50
53 45
53 35
24 46
58 78
58 57
58 44
52 90
52 87
52 31
90 68
23 51
23 87
13 92
13 71
13 61
92 94
92 84
25 91
25 49
25 10
91 95
91 14
0 36
18 94
18 51
18 11
18 95
94 87
30 59
30 63
30 12
30 78
59 71
59 12
47 84
47 77
84 61
45 40
45 61
40 62
46 70
46 27
70 95
70 99
99 19
83 44
83 12
83 72
62 78
62 48
36 68
36 35
68 76
77 12
55 43
55 27
43 73
43 48
43 35
5 49
5 72
63 19
63 2
63 14
19 4
48 44
48 57
50 10
71 76
87 57
76 2
76 49
11 1
4 10
