0 1
0 2
0 6
0 8
0 9
0 14
0 19
0 22
0 23
0 26
0 31
0 40
0 42
0 44
0 46
0 50
0 60
0 64
0 69
0 72
0 75
0 76
0 78
0 80
0 82
0 83
0 84
0 89
0 91
0 96
0 97
1 8
1 13
1 25
1 42
1 43
1 49
1 54
1 56
1 61
1 62
1 71
1 72
1 73
1 74
1 86
1 93
1 96
2 5
2 16
2 21
2 24
2 32
2 33
2 34
2 43
2 45
2 46
2 52
2 64
2 65
2 66
2 70
2 79
2 82
3 16
3 19
3 23
3 27
3 34
3 37
3 39
3 41
3 44
3 45
3 58
3 59
3 60
3 64
3 73
3 75
3 81
3 84
3 91
3 96
3 97
4 6
4 8
4 14
4 16
4 17
4 18
4 19
4 23
4 27
4 28
4 31
4 32
4 35
4 38
4 44
4 48
4 49
4 52
4 54
4 60
4 67
4 79
4 85
4 89
4 91
4 96
4 98
4 99
5 9
5 22
5 23
5 30
5 34
5 38
5 39
5 40
5 51
5 58
5 64
5 69
5 73
5 75
5 76
6 10
6 12
6 13
6 14
6 21
6 25
6 27
6 30
6 33
6 35
6 39
6 52
6 64
6 68
6 69
6 73
6 75
6 76
6 79
6 84
6 85
6 87
6 98
7 10
7 14
7 26
7 28
7 29
7 31
7 32
7 33
7 39
7 52
7 61
7 63
7 68
7 70
7 75
7 76
7 80
7 85
7 86
7 91
7 96
8 9
8 13
8 16
8 26
8 27
8 31
8 33
8 34
8 36
8 37
8 39
8 42
8 44
8 50
8 54
8 57
8 59
8 60
8 63
8 68
8 73
8 78
8 80
8 81
8 83
8 84
8 85
8 86
8 87
8 90
8 94
9 12
9 20
9 22
9 23
9 26
9 32
9 35
9 39
9 41
9 44
9 52
9 53
9 54
9 58
9 60
9 73
9 76
9 77
9 79
9 86
9 87
9 88
9 93
10 11
10 18
10 20
10 26
10 28
10 33
10 34
10 35
10 39
10 44
10 46
10 50
10 52
10 53
10 54
10 62
10 63
10 65
10 66
10 67
10 69
10 70
10 74
10 76
10 86
10 87
10 91
10 96
11 12
11 23
11 28
11 38
11 40
11 43
11 44
11 47
11 57
11 58
11 62
11 63
11 73
11 75
11 80
11 84
11 88
11 91
11 96
11 98
12 14
12 22
12 27
12 30
12 37
12 38
12 44
12 48
12 49
12 52
12 56
12 59
12 61
12 71
12 73
12 77
12 78
12 82
12 83
12 94
12 98
13 18
13 20
13 29
13 34
13 38
13 43
13 55
13 64
13 77
13 82
13 85
13 87
13 96
13 98
14 18
14 22
14 23
14 26
14 38
14 46
14 52
14 57
14 63
14 79
14 81
14 83
14 95
14 98
15 16
15 19
15 20
15 22
15 29
15 42
15 45
15 46
15 56
15 59
15 62
15 64
15 76
15 79
15 80
15 84
15 85
15 94
16 26
16 33
16 37
16 39
16 40
16 41
16 43
16 45
16 47
16 49
16 50
16 53
16 54
16 55
16 56
16 58
16 59
16 67
16 68
16 69
16 73
16 78
16 79
16 83
16 85
16 91
16 92
16 95
16 96
16 97
16 98
16 99
17 18
17 23
17 24
17 25
17 26
17 27
17 45
17 48
17 49
17 51
17 54
17 57
17 58
17 70
17 72
17 74
17 76
17 78
17 79
17 82
17 85
17 87
17 90
17 93
17 96
18 19
18 24
18 37
18 41
18 43
18 46
18 51
18 63
18 65
18 67
18 68
18 70
18 73
18 78
18 86
18 96
19 20
19 23
19 30
19 32
19 35
19 41
19 47
19 48
19 49
19 51
19 54
19 56
19 58
19 59
19 61
19 65
19 68
19 77
19 81
19 82
19 88
19 90
19 93
19 99
20 26
20 29
20 33
20 34
20 35
20 36
20 44
20 49
20 56
20 61
20 62
20 63
20 69
20 70
20 72
20 73
20 86
20 93
20 96
20 99
21 22
21 26
21 27
21 33
21 34
21 35
21 52
21 54
21 56
21 57
21 58
21 59
21 74
21 78
21 79
21 80
21 82
21 85
21 87
21 90
21 91
21 95
21 96
21 97
21 99
22 25
22 32
22 36
22 40
22 41
22 47
22 51
22 52
22 57
22 62
22 66
22 68
22 76
22 84
22 98
23 25
23 29
23 33
23 36
23 37
23 44
23 45
23 47
23 52
23 59
23 62
23 63
23 67
23 76
23 78
23 80
23 84
23 87
23 88
23 97
23 99
24 32
24 38
24 45
24 47
24 52
24 58
24 66
24 67
24 74
24 80
24 86
24 87
24 95
24 96
25 32
25 40
25 49
25 52
25 55
25 57
25 61
25 63
25 65
25 71
25 74
25 81
25 84
25 86
25 88
25 91
25 93
25 94
25 95
26 35
26 39
26 41
26 46
26 52
26 59
26 63
26 64
26 66
26 67
26 72
26 74
26 82
26 83
26 89
26 91
26 96
26 99
27 28
27 42
27 43
27 45
27 47
27 49
27 52
27 54
27 58
27 59
27 61
27 67
27 78
27 82
27 87
27 90
27 91
27 93
28 31
28 36
28 56
28 57
28 59
28 67
28 69
28 75
28 77
28 81
28 83
28 85
28 94
28 98
28 99
29 30
29 34
29 35
29 38
29 41
29 52
29 57
29 61
29 63
29 66
29 67
29 68
29 75
29 80
29 82
29 84
29 86
29 88
29 92
30 32
30 35
30 43
30 44
30 57
30 65
30 67
30 68
30 82
30 84
30 89
30 91
30 92
30 98
31 50
31 56
31 78
31 79
31 87
31 88
31 95
32 33
32 37
32 44
32 46
32 47
32 49
32 50
32 51
32 52
32 56
32 57
32 60
32 61
32 63
32 68
32 71
32 78
32 79
32 80
32 81
32 87
32 90
32 99
33 38
33 40
33 42
33 45
33 52
33 54
33 59
33 60
33 63
33 72
33 74
33 75
33 82
33 84
33 85
33 94
33 96
33 99
34 38
34 39
34 42
34 46
34 49
34 53
34 55
34 57
34 63
34 66
34 68
34 71
34 75
34 76
34 77
34 79
34 81
34 89
34 91
34 93
35 39
35 45
35 46
35 52
35 54
35 56
35 57
35 63
35 68
35 69
35 74
35 86
36 37
36 38
36 39
36 43
36 57
36 58
36 61
36 62
36 63
36 64
36 69
36 72
36 76
36 77
36 81
36 84
36 96
37 38
37 40
37 41
37 47
37 48
37 49
37 50
37 53
37 60
37 62
37 65
37 78
37 80
37 81
37 85
37 86
37 87
37 89
37 91
37 95
37 97
38 41
38 43
38 47
38 49
38 58
38 61
38 69
38 73
38 76
38 79
38 80
38 81
38 93
38 96
39 41
39 45
39 55
39 65
39 72
39 73
39 85
39 91
39 94
39 95
39 99
40 41
40 44
40 48
40 55
40 63
40 76
40 77
40 88
40 90
40 93
40 94
40 97
40 98
41 43
41 45
41 48
41 60
41 67
41 68
41 73
41 81
41 87
41 95
41 96
41 97
41 99
42 43
42 49
42 57
42 60
42 65
42 67
42 69
42 73
42 74
42 77
42 81
42 84
42 93
42 94
43 50
43 53
43 54
43 56
43 57
43 58
43 60
43 71
43 76
43 88
43 94
43 95
44 50
44 52
44 54
44 59
44 61
44 62
44 68
44 70
44 72
44 78
44 80
44 81
44 82
44 87
44 89
44 90
44 95
44 97
45 47
45 48
45 49
45 63
45 69
45 71
45 73
45 75
45 78
45 80
45 98
46 50
46 53
46 55
46 58
46 63
46 64
46 65
46 72
46 73
46 76
46 83
46 85
46 87
46 94
46 96
